Time (ms),motor.iabc.a,motor.apiData.velocityReference,motor.idq.q
0.426,2145,9000,2218
0.427,2249,9000,2264
0.428,2273,9000,2274
0.429,2121,9000,2155
0.43,2065,9000,2170
0.431,1977,9000,2187
0.432,1865,9000,2154
0.433,1745,9000,2136
0.434,1665,9000,2227
0.435,1473,9000,2259
0.436,1233,9000,2270
0.437,937,9000,2212
0.438,681,9000,2283
0.439,401,9000,2265
0.44,129,9000,2206
0.441,-71,9000,2254
0.442,-319,9000,2324
0.443,-583,9000,2325
0.444,-895,9000,2266
0.445,-1207,9000,2260
0.446,-1439,9000,2308
0.447,-1623,9000,2186
0.448,-1775,9000,2181
0.449,-1927,9000,2199
0.45,-1999,9000,2184
0.451,-2087,9000,2176
0.452,-2223,9000,2251
0.453,-2231,9000,2232
0.454,-2151,9000,2163
0.455,-2135,9000,2202
0.456,-2031,9000,2182
0.457,-1927,9000,2157
0.458,-1839,9000,2183
0.459,-1783,9000,2291
0.46,-1607,9000,2311
0.461,-1335,9000,2279
0.462,-1039,9000,2254
0.463,-719,9000,2229
0.464,-407,9000,2161
0.465,-175,9000,2164
0.466,-7,9000,2198
0.467,241,9000,2270
0.468,545,9000,2171
0.46900000000000003,761,9000,2247
0.47000000000000003,1081,9000,2245
0.47100000000000003,1345,9000,2297
0.47200000000000003,1529,9000,2231
0.47300000000000003,1769,9000,2229
0.47400000000000003,1865,9000,2253
0.47500000000000003,1993,9000,2240
0.47600000000000003,2105,9000,2234
0.47700000000000004,2257,9000,2308
0.47800000000000004,2265,9000,2273
0.47900000000000004,2193,9000,2195
0.48,2153,9000,2190
0.481,2081,9000,2191
0.482,1961,9000,2186
0.483,1857,9000,2174
0.484,1841,9000,2334
0.485,1633,9000,2261
0.486,1417,9000,2246
0.487,1185,9000,2340
0.488,881,9000,2320
0.489,577,9000,2240
0.49,273,9000,2154
0.491,49,9000,2203
0.492,-143,9000,2252
0.493,-351,9000,2300
0.494,-663,9000,2293
0.495,-999,9000,2264
0.496,-1287,9000,2289
0.497,-1479,9000,2168
0.498,-1687,9000,2187
0.499,-1823,9000,2168
0.5,-1927,9000,2161
0.501,-1935,9000,2114
0.502,-2159,9000,2234
0.503,-2207,9000,2223
0.504,-2223,9000,2224
0.505,-2199,9000,2233
0.506,-2159,9000,2266
0.507,-2047,9000,2243
0.508,-1911,9000,2172
0.509,-1863,9000,2256
0.51,-1727,9000,2287
0.511,-1479,9000,2224
0.512,-1231,9000,2246
0.513,-943,9000,2270
0.514,-647,9000,2255
0.515,-383,9000,2281
0.516,-87,9000,2181
0.517,73,9000,2256
0.518,321,9000,2244
0.519,585,9000,2310
0.52,865,9000,2314
0.521,1177,9000,2325
0.522,1401,9000,2267
0.523,1689,9000,2260
0.524,1809,9000,2231
0.525,1929,9000,2234
0.526,2009,9000,2218
0.527,2193,9000,2293
0.528,2209,9000,2253
0.529,2209,9000,2210
0.53,2233,9000,2253
0.531,2209,9000,2292
0.532,1977,9000,2132
0.533,1897,9000,2146
0.534,1865,9000,2238
0.535,1681,9000,2173
0.536,1489,9000,2159
0.537,1289,9000,2191
0.538,1065,9000,2294
0.539,753,9000,2266
0.54,425,9000,2147
0.541,225,9000,2232
0.542,-55,9000,2170
0.543,-215,9000,2261
0.544,-503,9000,2306
0.545,-799,9000,2298
0.546,-1127,9000,2283
0.547,-1359,9000,2215
0.548,-1575,9000,2256
0.549,-1775,9000,2178
0.55,-1879,9000,2189
0.551,-1983,9000,2181
0.552,-2151,9000,2265
0.553,-2167,9000,2226
0.554,-2263,9000,2266
0.555,-2263,9000,2268
0.556,-2215,9000,2260
0.557,-2071,9000,2183
0.558,-2031,9000,2256
0.559,-1983,9000,2330
0.56,-1815,9000,2271
0.561,-1631,9000,2241
0.562,-1447,9000,2295
0.5630000000000001,-1183,9000,2347
0.5640000000000001,-823,9000,2252
0.5650000000000001,-551,9000,2274
0.5660000000000001,-303,9000,2315
0.5670000000000001,-55,9000,2264
0.5680000000000001,145,9000,2236
0.5690000000000001,433,9000,2281
0.5700000000000001,673,9000,2311
0.5710000000000001,1033,9000,2263
0.5720000000000001,1305,9000,2247
0.5730000000000001,1545,9000,2283
0.5740000000000001,1665,9000,2211
0.5750000000000001,1817,9000,2219
0.5760000000000001,1953,9000,2208
0.577,2097,9000,2270
0.578,2161,9000,2245
0.579,2233,9000,2247
0.58,2193,9000,2192
0.581,2193,9000,2227
0.582,2049,9000,2143
0.583,1961,9000,2136
0.584,1937,9000,2256
0.585,1809,9000,2231
0.586,1641,9000,2206
0.587,1497,9000,2306
0.588,1257,9000,2334
0.589,913,9000,2256
0.59,633,9000,2294
0.591,369,9000,2305
0.592,97,9000,2250
0.593,-55,9000,2317
0.594,-327,9000,2358
0.595,-631,9000,2357
0.596,-903,9000,2349
0.597,-1263,9000,2285
0.598,-1519,9000,2301
0.599,-1695,9000,2222
0.6,-1807,9000,2235
0.601,-1895,9000,2208
0.602,-2079,9000,2283
0.603,-2167,9000,2263
0.604,-2271,9000,2299
0.605,-2303,9000,2304
0.606,-2311,9000,2328
0.607,-2191,9000,2262
0.608,-2063,9000,2202
0.609,-2015,9000,2271
0.61,-1895,9000,2238
0.611,-1783,9000,2285
0.612,-1655,9000,2392
0.613,-1375,9000,2328
0.614,-1095,9000,2342
0.615,-759,9000,2299
0.616,-439,9000,2268
0.617,-151,9000,2174
0.618,1,9000,2231
0.619,241,9000,2298
0.62,513,9000,2279
0.621,809,9000,2265
0.622,1105,9000,2285
0.623,1345,9000,2311
0.624,1609,9000,2246
0.625,1761,9000,2249
0.626,1881,9000,2241
0.627,2073,9000,2297
0.628,2145,9000,2276
0.629,2265,9000,2324
0.63,2297,9000,2305
0.631,2273,9000,2276
0.632,2137,9000,2186
0.633,2113,9000,2238
0.634,2017,9000,2246
0.635,1905,9000,2219
0.636,1753,9000,2193
0.637,1697,9000,2358
0.638,1449,9000,2325
0.639,1249,9000,2436
0.64,889,9000,2353
0.641,593,9000,2316
0.642,345,9000,2343
0.643,121,9000,2348
0.644,-135,9000,2366
0.645,-375,9000,2390
0.646,-679,9000,2316
0.647,-1007,9000,2354
0.648,-1327,9000,2330
0.649,-1519,9000,2226
0.65,-1727,9000,2231
0.651,-1879,9000,2243
0.652,-1951,9000,2227
0.653,-2023,9000,2209
0.654,-2207,9000,2283
0.655,-2255,9000,2275
0.656,-2319,9000,2319
0.657,-2247,9000,2280
0.658,-2151,9000,2242
0.659,-2063,9000,2257
0.66,-1951,9000,2237
0.661,-1799,9000,2167
0.662,-1711,9000,2250
0.663,-1527,9000,2298
0.664,-1255,9000,2302
0.665,-975,9000,2317
0.666,-647,9000,2309
0.667,-351,9000,2230
0.668,-127,9000,2253
0.669,121,9000,2276
0.67,337,9000,2265
0.671,641,9000,2233
0.672,945,9000,2296
0.673,1217,9000,2333
0.674,1457,9000,2277
0.675,1665,9000,2285
0.676,1825,9000,2294
0.677,1961,9000,2285
0.678,2049,9000,2271
0.679,2233,9000,2351
0.68,2281,9000,2323
0.681,2353,9000,2353
0.682,2225,9000,2239
0.683,2225,9000,2307
0.684,2065,9000,2229
0.685,1945,9000,2189
0.686,1817,9000,2172
0.687,1761,9000,2271
0.6880000000000001,1553,9000,2264
0.6890000000000001,1345,9000,2272
0.6900000000000001,1073,9000,2293
0.6910000000000001,753,9000,2300
0.6920000000000001,497,9000,2311
0.6930000000000001,233,9000,2264
0.6940000000000001,1,9000,2340
0.6950000000000001,-255,9000,2290
0.6960000000000001,-535,9000,2261
0.6970000000000001,-839,9000,2301
0.6980000000000001,-1111,9000,2331
0.6990000000000001,-1335,9000,2212
0.7000000000000001,-1615,9000,2227
0.7010000000000001,-1767,9000,2233
0.7020000000000001,-1847,9000,2187
0.7030000000000001,-1959,9000,2181
0.704,-2151,9000,2273
0.705,-2231,9000,2274
0.706,-2239,9000,2246
0.707,-2247,9000,2254
0.708,-2215,9000,2269
0.709,-2127,9000,2261
0.71,-2023,9000,2255
0.711,-1927,9000,2260
0.712,-1871,9000,2370
0.713,-1655,9000,2292
0.714,-1447,9000,2332
0.715,-1167,9000,2339
0.716,-847,9000,2326
0.717,-495,9000,2229
0.718,-231,9000,2255
0.719,-47,9000,2324
0.72,161,9000,2319
0.721,473,9000,2231
0.722,729,9000,2351
0.723,1041,9000,2353
0.724,1273,9000,2305
0.725,1545,9000,2296
0.726,1753,9000,2317
0.727,1881,9000,2272
0.728,2025,9000,2274
0.729,2161,9000,2320
0.73,2209,9000,2290
0.731,2305,9000,2321
0.732,2225,9000,2225
0.733,2209,9000,2243
0.734,2113,9000,2234
0.735,1969,9000,2160
0.736,1897,9000,2211
0.737,1817,9000,2239
0.738,1641,9000,2238
0.739,1481,9000,2324
0.74,1185,9000,2229
0.741,929,9000,2313
0.742,609,9000,2249
0.743,369,9000,2323
0.744,137,9000,2331
0.745,-103,9000,2291
0.746,-343,9000,2304
0.747,-631,9000,2355
0.748,-943,9000,2336
0.749,-1239,9000,2246
0.75,-1503,9000,2278
0.751,-1751,9000,2282
0.752,-1847,9000,2221
0.753,-1967,9000,2224
0.754,-2103,9000,2281
0.755,-2223,9000,2298
0.756,-2247,9000,2273
0.757,-2287,9000,2287
0.758,-2287,9000,2309
0.759,-2183,9000,2270
0.76,-2103,9000,2274
0.761,-1991,9000,2257
0.762,-1919,9000,2300
0.763,-1799,9000,2369
0.764,-1607,9000,2379
0.765,-1335,9000,2378
0.766,-1063,9000,2433
0.767,-711,9000,2345
0.768,-423,9000,2320
0.769,-135,9000,2258
0.77,57,9000,2273
0.771,329,9000,2214
0.772,625,9000,2290
0.773,897,9000,2327
0.774,1129,9000,2285
0.775,1425,9000,2308
0.776,1689,9000,2299
0.777,1809,9000,2236
0.778,1913,9000,2239
0.779,2089,9000,2298
0.78,2161,9000,2281
0.781,2225,9000,2266
0.782,2249,9000,2252
0.783,2273,9000,2291
0.784,2121,9000,2188
0.785,2041,9000,2205
0.786,1945,9000,2198
0.787,1881,9000,2257
0.788,1713,9000,2240
0.789,1609,9000,2346
0.79,1353,9000,2311
0.791,1065,9000,2294
0.792,745,9000,2311
0.793,513,9000,2351
0.794,233,9000,2329
0.795,-23,9000,2281
0.796,-247,9000,2256
0.797,-535,9000,2351
0.798,-847,9000,2376
0.799,-1095,9000,2323
0.8,-1423,9000,2334
0.801,-1655,9000,2385
0.802,-1783,9000,2286
0.803,-1911,9000,2261
0.804,-2103,9000,2323
0.805,-2191,9000,2322
0.806,-2231,9000,2291
0.807,-2311,9000,2318
0.808,-2351,9000,2356
0.809,-2215,9000,2258
0.81,-2151,9000,2279
0.811,-2103,9000,2346
0.812,-2015,9000,2358
0.8130000000000001,-1839,9000,2305
0.8140000000000001,-1703,9000,2347
0.8150000000000001,-1479,9000,2373
0.8160000000000001,-1167,9000,2307
0.8170000000000001,-815,9000,2237
0.8180000000000001,-527,9000,2281
0.8190000000000001,-279,9000,2271
0.8200000000000001,-63,9000,2278
0.8210000000000001,153,9000,2240
0.8220000000000001,441,9000,2314
0.8230000000000001,705,9000,2339
0.8240000000000001,1049,9000,2312
0.8250000000000001,1321,9000,2317
0.8260000000000001,1577,9000,2345
0.8270000000000001,1729,9000,2277
0.8280000000000001,1857,9000,2271
0.8290000000000001,2041,9000,2326
0.8300000000000001,2097,9000,2292
0.8310000000000001,2233,9000,2300
0.8320000000000001,2329,9000,2341
0.833,2345,9000,2346
0.834,2217,9000,2254
0.835,2145,9000,2253
0.836,2073,9000,2279
0.837,1961,9000,2266
0.838,1825,9000,2238
0.839,1793,9000,2453
0.84,1545,9000,2401
0.841,1265,9000,2350
0.842,993,9000,2399
0.843,697,9000,2420
0.844,401,9000,2383
0.845,113,9000,2297
0.846,-119,9000,2284
0.847,-367,9000,2377
0.848,-655,9000,2385
0.849,-943,9000,2361
0.85,-1271,9000,2357
0.851,-1535,9000,2384
0.852,-1711,9000,2248
0.853,-1863,9000,2267
0.854,-1991,9000,2282
0.855,-2079,9000,2261
0.856,-2183,9000,2266
0.857,-2271,9000,2299
0.858,-2263,9000,2263
0.859,-2239,9000,2260
0.86,-2159,9000,2239
0.861,-2135,9000,2314
0.862,-2023,9000,2320
0.863,-1863,9000,2230
0.864,-1807,9000,2390
0.865,-1591,9000,2361
0.866,-1303,9000,2299
0.867,-959,9000,2226
0.868,-687,9000,2289
0.869,-407,9000,2281
0.87,-143,9000,2254
0.871,89,9000,2200
0.872,321,9000,2308
0.873,569,9000,2324
0.874,897,9000,2353
0.875,1185,9000,2348
0.876,1457,9000,2356
0.877,1657,9000,2295
0.878,1817,9000,2296
0.879,2017,9000,2336
0.88,2073,9000,2306
0.881,2193,9000,2304
0.882,2329,9000,2362
0.883,2353,9000,2355
0.884,2249,9000,2258
0.885,2177,9000,2232
0.886,2129,9000,2277
0.887,1945,9000,2185
0.888,1881,9000,2267
0.889,1825,9000,2355
0.89,1601,9000,2331
0.891,1377,9000,2351
0.892,1065,9000,2277
0.893,761,9000,2290
0.894,513,9000,2360
0.895,233,9000,2301
0.896,-7,9000,2252
0.897,-207,9000,2356
0.898,-503,9000,2334
0.899,-847,9000,2325
0.9,-1135,9000,2314
0.901,-1463,9000,2340
0.902,-1631,9000,2239
0.903,-1815,9000,2241
0.904,-1943,9000,2249
0.905,-1999,9000,2230
0.906,-2087,9000,2201
0.907,-2255,9000,2300
0.908,-2295,9000,2297
0.909,-2255,9000,2263
0.91,-2199,9000,2254
0.911,-2159,9000,2301
0.912,-2039,9000,2270
0.913,-1863,9000,2191
0.914,-1855,9000,2340
0.915,-1663,9000,2334
0.916,-1471,9000,2416
0.917,-1151,9000,2371
0.918,-823,9000,2338
0.919,-527,9000,2327
0.92,-231,9000,2292
0.921,33,9000,2221
0.922,249,9000,2277
0.923,465,9000,2287
0.924,753,9000,2362
0.925,1081,9000,2360
0.926,1393,9000,2354
0.927,1601,9000,2304
0.928,1769,9000,2311
0.929,1945,9000,2315
0.93,2041,9000,2304
0.931,2113,9000,2271
0.932,2249,9000,2321
0.933,2305,9000,2318
0.934,2241,9000,2241
0.935,2217,9000,2260
0.936,2121,9000,2236
0.937,2025,9000,2252
0.9380000000000001,1881,9000,2187
0.9390000000000001,1801,9000,2254
0.9400000000000001,1657,9000,2307
0.9410000000000001,1417,9000,2261
0.9420000000000001,1169,9000,2339
0.9430000000000001,889,9000,2354
0.9440000000000001,529,9000,2236
0.9450000000000001,313,9000,2302
0.9460000000000001,57,9000,2281
0.9470000000000001,-175,9000,2301
0.9480000000000001,-471,9000,2283
0.9490000000000001,-727,9000,2349
0.9500000000000001,-1071,9000,2324
0.9510000000000001,-1319,9000,2360
0.9520000000000001,-1527,9000,2271
0.9530000000000001,-1743,9000,2263
0.9540000000000001,-1911,9000,2255
0.9550000000000001,-1999,9000,2247
0.9560000000000001,-2071,9000,2223
0.9570000000000001,-2247,9000,2315
0.9580000000000001,-2319,9000,2329
0.9590000000000001,-2279,9000,2279
0.96,-2255,9000,2291
0.961,-2223,9000,2337
0.962,-2103,9000,2311
0.963,-1991,9000,2311
0.964,-1927,9000,2384
0.965,-1759,9000,2385
0.966,-1511,9000,2336
0.967,-1223,9000,2317
0.968,-919,9000,2374
0.969,-591,9000,2272
0.97,-311,9000,2284
0.971,-63,9000,2259
0.972,145,9000,2282
0.973,385,9000,2299
0.974,697,9000,2349
0.975,985,9000,2325
0.976,1265,9000,2374
0.977,1513,9000,2296
0.978,1713,9000,2303
0.979,1889,9000,2276
0.98,1985,9000,2267
0.981,2105,9000,2259
0.982,2265,9000,2334
0.983,2289,9000,2309
0.984,2257,9000,2257
0.985,2201,9000,2227
0.986,2153,9000,2249
0.987,2017,9000,2226
0.988,1913,9000,2210
0.989,1913,9000,2389
0.99,1705,9000,2310
0.991,1481,9000,2288
0.992,1281,9000,2397
0.993,977,9000,2392
0.994,665,9000,2340
0.995,337,9000,2263
0.996,97,9000,2296
0.997,-95,9000,2370
0.998,-327,9000,2383
0.999,-647,9000,2423
1.0,-983,9000,2399
1.0010000000000001,-1287,9000,2427
1.002,-1487,9000,2324
1.0030000000000001,-1743,9000,2341
1.004,-1911,9000,2289
1.0050000000000001,-2023,9000,2297
1.006,-2063,9000,2264
1.0070000000000001,-2263,9000,2352
1.008,-2319,9000,2348
1.0090000000000001,-2335,9000,2334
1.01,-2319,9000,2341
1.0110000000000001,-2279,9000,2372
1.012,-2135,9000,2314
1.0130000000000001,-2015,9000,2280
1.014,-1959,9000,2351
1.0150000000000001,-1815,9000,2375
1.016,-1559,9000,2319
1.0170000000000001,-1311,9000,2322
1.018,-1015,9000,2346
1.0190000000000001,-679,9000,2283
1.02,-407,9000,2336
1.0210000000000001,-103,9000,2246
1.022,65,9000,2287
1.0230000000000001,305,9000,2296
1.024,593,9000,2352
1.025,873,9000,2347
1.026,1201,9000,2357
1.027,1441,9000,2296
1.028,1729,9000,2299
1.029,1881,9000,2286
1.03,1969,9000,2285
1.031,2065,9000,2274
1.032,2249,9000,2350
1.033,2297,9000,2330
1.034,2281,9000,2281
1.035,2289,9000,2305
1.036,2233,9000,2321
1.037,2049,9000,2218
1.038,1953,9000,2212
1.039,1905,9000,2278
1.04,1729,9000,2258
1.041,1561,9000,2279
1.042,1345,9000,2318
1.043,1113,9000,2422
1.044,777,9000,2383
1.045,449,9000,2319
1.046,225,9000,2397
1.047,-55,9000,2318
1.048,-303,9000,2342
1.049,-583,9000,2398
1.05,-903,9000,2376
1.051,-1199,9000,2378
1.052,-1391,9000,2316
1.053,-1719,9000,2324
1.054,-1839,9000,2287
1.055,-1935,9000,2260
1.056,-2015,9000,2236
1.057,-2159,9000,2290
1.058,-2247,9000,2286
1.059,-2311,9000,2311
1.06,-2303,9000,2316
1.061,-2247,9000,2315
1.062,-2103,9000,2247
1.063,-2039,9000,2298
1.064,-1959,9000,2322
1.065,-1799,9000,2316
1.066,-1615,9000,2327
1.067,-1391,9000,2376
1.068,-1111,9000,2390
1.069,-727,9000,2288
1.07,-463,9000,2313
1.071,-159,9000,2263
1.072,81,9000,2241
1.073,281,9000,2262
1.074,537,9000,2352
1.075,833,9000,2329
1.076,1153,9000,2332
1.077,1409,9000,2328
1.078,1641,9000,2356
1.079,1849,9000,2315
1.08,1953,9000,2305
1.081,2057,9000,2293
1.082,2209,9000,2355
1.083,2265,9000,2324
1.084,2313,9000,2318
1.085,2297,9000,2302
1.086,2265,9000,2322
1.087,2121,9000,2272
1.088,2017,9000,2252
1.089,1921,9000,2277
1.09,1809,9000,2326
1.091,1609,9000,2279
1.092,1425,9000,2387
1.093,1137,9000,2381
1.094,753,9000,2273
1.095,465,9000,2276
1.096,281,9000,2390
1.097,9,9000,2309
1.098,-207,9000,2348
1.099,-503,9000,2379
1.1,-823,9000,2346
1.101,-1127,9000,2379
1.102,-1367,9000,2290
1.103,-1639,9000,2300
1.104,-1815,9000,2235
1.105,-1927,9000,2226
1.106,-1959,9000,2204
1.107,-2183,9000,2298
1.108,-2239,9000,2282
1.109,-2295,9000,2297
1.11,-2295,9000,2304
1.111,-2295,9000,2361
1.112,-2151,9000,2301
1.113,-2031,9000,2261
1.114,-1983,9000,2335
1.115,-1839,9000,2327
1.116,-1607,9000,2272
1.117,-1431,9000,2351
1.118,-1135,9000,2364
1.119,-799,9000,2317
1.12,-519,9000,2358
1.121,-183,9000,2278
1.122,1,9000,2305
1.123,217,9000,2318
1.124,497,9000,2366
1.125,777,9000,2373
1.1260000000000001,1089,9000,2375
1.127,1369,9000,2352
1.1280000000000001,1665,9000,2355
1.129,1825,9000,2316
1.1300000000000001,1921,9000,2302
1.131,2065,9000,2303
1.1320000000000001,2225,9000,2357
1.133,2289,9000,2340
1.1340000000000001,2273,9000,2282
1.135,2273,9000,2280
1.1360000000000001,2257,9000,2322
1.137,2041,9000,2172
1.1380000000000001,1961,9000,2195
1.139,1897,9000,2239
1.1400000000000001,1745,9000,2224
1.141,1569,9000,2235
1.1420000000000001,1369,9000,2239
1.143,1129,9000,2348
1.1440000000000001,809,9000,2306
1.145,497,9000,2257
1.1460000000000001,265,9000,2323
1.147,25,9000,2327
1.1480000000000001,-199,9000,2315
1.149,-503,9000,2379
1.1500000000000001,-783,9000,2379
1.151,-1127,9000,2339
1.1520000000000001,-1383,9000,2292
1.153,-1623,9000,2315
1.154,-1831,9000,2259
1.155,-1927,9000,2255
1.156,-2039,9000,2257
1.157,-2215,9000,2337
1.158,-2223,9000,2281
1.159,-2335,9000,2337
1.16,-2335,9000,2342
1.161,-2255,9000,2299
1.162,-2143,9000,2265
1.163,-2087,9000,2325
1.164,-2023,9000,2381
1.165,-1871,9000,2352
1.166,-1647,9000,2303
1.167,-1447,9000,2376
1.168,-1199,9000,2443
1.169,-807,9000,2332
1.17,-503,9000,2318
1.171,-247,9000,2350
1.172,-15,9000,2324
1.173,185,9000,2306
1.174,505,9000,2355
1.175,769,9000,2375
1.176,1121,9000,2326
1.177,1377,9000,2315
1.178,1649,9000,2337
1.179,1769,9000,2276
1.18,1937,9000,2281
1.181,2033,9000,2270
1.182,2193,9000,2330
1.183,2225,9000,2286
1.184,2281,9000,2287
1.185,2257,9000,2259
1.186,2225,9000,2271
1.187,2097,9000,2250
1.188,2017,9000,2279
1.189,1929,9000,2281
1.19,1785,9000,2270
1.191,1601,9000,2270
1.192,1425,9000,2373
1.193,1137,9000,2331
1.194,873,9000,2425
1.195,529,9000,2363
1.196,273,9000,2347
1.197,65,9000,2424
1.198,-183,9000,2378
1.199,-511,9000,2395
1.2,-823,9000,2381
1.201,-1103,9000,2405
1.202,-1367,9000,2350
1.203,-1647,9000,2355
1.204,-1807,9000,2295
1.205,-1943,9000,2283
1.206,-2047,9000,2279
1.207,-2223,9000,2346
1.208,-2271,9000,2325
1.209,-2351,9000,2354
1.21,-2343,9000,2349
1.211,-2327,9000,2382
1.212,-2183,9000,2315
1.213,-2095,9000,2334
1.214,-2015,9000,2362
1.215,-1871,9000,2370
1.216,-1655,9000,2306
1.217,-1455,9000,2355
1.218,-1127,9000,2339
1.219,-815,9000,2306
1.22,-495,9000,2284
1.221,-231,9000,2311
1.222,1,9000,2268
1.223,193,9000,2321
1.224,513,9000,2361
1.225,769,9000,2341
1.226,1065,9000,2343
1.227,1353,9000,2305
1.228,1609,9000,2327
1.229,1793,9000,2279
1.23,1913,9000,2283
1.231,2049,9000,2273
1.232,2185,9000,2306
1.233,2249,9000,2303
1.234,2233,9000,2240
1.235,2217,9000,2219
1.236,2249,9000,2316
1.237,2049,9000,2191
1.238,1977,9000,2230
1.239,1913,9000,2298
1.24,1705,9000,2166
1.241,1545,9000,2214
1.242,1345,9000,2250
1.243,1089,9000,2301
1.244,769,9000,2280
1.245,441,9000,2213
1.246,233,9000,2301
1.247,-55,9000,2189
1.248,-231,9000,2254
1.249,-551,9000,2247
1.25,-839,9000,2248
1.2510000000000001,-1183,9000,2219
1.252,-1383,9000,2139
1.2530000000000001,-1583,9000,2187
1.254,-1751,9000,2110
1.2550000000000001,-1815,9000,2093
1.256,-1935,9000,2089
1.2570000000000001,-2063,9000,2132
1.258,-2071,9000,2095
1.2590000000000001,-2095,9000,2095
1.26,-2063,9000,2092
1.2610000000000001,-1991,9000,2076
1.262,-1831,9000,1989
1.2630000000000001,-1783,9000,2057
1.264,-1719,9000,2134
1.2650000000000001,-1527,9000,2086
1.266,-1295,9000,2052
1.2670000000000001,-999,9000,2020
1.268,-759,9000,2092
1.2690000000000001,-415,9000,1978
1.27,-183,9000,1966
1.2710000000000001,-15,9000,2038
1.272,193,9000,2063
1.2730000000000001,425,9000,2029
1.274,737,9000,2036
1.2750000000000001,985,9000,2028
1.276,1297,9000,2017
1.2770000000000001,1465,9000,1964
1.278,1633,9000,2002
1.2790000000000001,1689,9000,1993
1.28,1801,9000,1982
1.281,1881,9000,1967
1.282,1961,9000,1980
1.283,1993,9000,1993
1.284,1833,9000,1866
1.285,1793,9000,1903
1.286,1737,9000,1939
1.287,1577,9000,1836
1.288,1449,9000,1817
1.289,1329,9000,1855
1.29,1121,9000,1880
1.291,865,9000,1870
1.292,585,9000,1830
1.293,401,9000,1920
1.294,193,9000,1935
1.295,-55,9000,1856
1.296,-223,9000,1899
1.297,-471,9000,1894
1.298,-751,9000,1870
1.299,-1015,9000,1761
1.3,-1247,9000,1776
1.301,-1383,9000,1806
1.302,-1479,9000,1738
1.303,-1551,9000,1735
1.304,-1695,9000,1798
1.305,-1759,9000,1785
1.306,-1767,9000,1767
1.307,-1727,9000,1742
1.308,-1671,9000,1730
1.309,-1623,9000,1750
1.31,-1519,9000,1721
1.311,-1415,9000,1704
1.312,-1359,9000,1815
1.313,-1151,9000,1769
1.314,-879,9000,1724
1.315,-639,9000,1777
1.316,-351,9000,1729
1.317,-175,9000,1685
1.318,25,9000,1663
1.319,185,9000,1709
1.32,425,9000,1689
1.321,625,9000,1727
1.322,905,9000,1693
1.323,1145,9000,1670
1.324,1225,9000,1646
1.325,1361,9000,1637
1.326,1433,9000,1646
1.327,1537,9000,1659
1.328,1633,9000,1671
1.329,1577,9000,1582
1.33,1561,9000,1568
1.331,1513,9000,1569
1.332,1377,9000,1489
1.333,1297,9000,1476
1.334,1265,9000,1524
1.335,1145,9000,1541
1.336,961,9000,1518
1.337,793,9000,1603
1.338,537,9000,1528
1.339,265,9000,1480
1.34,145,9000,1508
1.341,-39,9000,1496
1.342,-231,9000,1522
1.343,-439,9000,1514
1.344,-647,9000,1512
1.345,-895,9000,1492
1.346,-1071,9000,1503
1.347,-1143,9000,1416
1.348,-1239,9000,1413
1.349,-1319,9000,1441
1.35,-1383,9000,1443
1.351,-1391,9000,1411
1.352,-1399,9000,1398
1.353,-1415,9000,1439
1.354,-1303,9000,1378
1.355,-1255,9000,1399
1.356,-1215,9000,1434
1.357,-1175,9000,1499
1.358,-1023,9000,1477
1.359,-799,9000,1431
1.36,-575,9000,1428
1.361,-319,9000,1397
1.362,-111,9000,1319
1.363,17,9000,1344
1.364,113,9000,1394
1.365,297,9000,1389
1.366,497,9000,1372
1.367,713,9000,1349
1.368,889,9000,1371
1.369,1017,9000,1319
1.37,1105,9000,1322
1.371,1145,9000,1316
1.372,1281,9000,1357
1.373,1305,9000,1329
1.374,1265,9000,1265
1.375,1273,9000,1294
1.3760000000000001,1257,9000,1332
1.377,1097,9000,1223
1.3780000000000001,1057,9000,1255
1.379,993,9000,1268
1.3800000000000001,857,9000,1218
1.381,697,9000,1254
1.3820000000000001,465,9000,1196
1.383,273,9000,1214
1.3840000000000001,129,9000,1201
1.385,9,9000,1219
1.3860000000000001,-71,9000,1254
1.387,-231,9000,1272
1.3880000000000001,-439,9000,1250
1.389,-647,9000,1157
1.3900000000000001,-839,9000,1170
1.391,-967,9000,1196
1.3920000000000001,-983,9000,1121
1.393,-1031,9000,1129
1.3940000000000001,-1095,9000,1149
1.395,-1151,9000,1162
1.3960000000000001,-1127,9000,1127
1.397,-1079,9000,1097
1.3980000000000001,-1031,9000,1102
1.399,-1007,9000,1134
1.4000000000000001,-943,9000,1110
1.401,-847,9000,1072
1.4020000000000001,-751,9000,1102
1.403,-615,9000,1157
1.4040000000000001,-359,9000,1067
1.405,-191,9000,1072
1.4060000000000001,-103,9000,1141
1.407,25,9000,1081
1.408,121,9000,1031
1.409,297,9000,1067
1.41,449,9000,1072
1.411,665,9000,1063
1.412,777,9000,1012
1.413,865,9000,1055
1.414,881,9000,1033
1.415,945,9000,1033
1.416,977,9000,1015
1.417,1025,9000,1027
1.418,1001,9000,1010
1.419,873,9000,913
1.42,817,9000,890
1.421,777,9000,894
1.422,793,9000,988
1.423,673,9000,942
1.424,617,9000,1027
1.425,385,9000,911
1.426,265,9000,995
1.427,121,9000,903
1.428,49,9000,946
1.429,-63,9000,946
1.43,-175,9000,948
1.431,-367,9000,912
1.432,-495,9000,862
1.433,-607,9000,890
